User	Video	Orientation	Slant	Label
27	6179	semi-radicalized	0.13	neutral
27	1448	semi-radicalized	0.16	neutral
27	864	semi-radicalized	0.02	neutral
27	2161	semi-radicalized	0.08	neutral
27	3039	semi-radicalized	0.2	neutral
27	8009	semi-radicalized	0.13	neutral
27	9688	semi-radicalized	0.14	neutral
28	2670	semi-radicalized	0.24	neutral
28	2477	semi-radicalized	0.14	neutral
28	99	semi-radicalized	0.16	neutral
28	1160	semi-radicalized	0.12	neutral
28	1853	semi-radicalized	0.19	neutral
28	7172	semi-radicalized	0.1	neutral
28	503	semi-radicalized	0.13	neutral
28	3408	semi-radicalized	0.17	neutral
28	1157	semi-radicalized	0.81	harmful
28	9724	semi-radicalized	0.0	neutral
28	7895	semi-radicalized	0.15	neutral
28	7322	semi-radicalized	0.05	neutral
28	7126	semi-radicalized	0.1	neutral
28	6874	semi-radicalized	0.06	neutral
28	8474	semi-radicalized	0.88	harmful
28	9148	semi-radicalized	0.1	neutral
28	6479	semi-radicalized	0.84	harmful
28	6711	semi-radicalized	0.08	neutral
28	9739	semi-radicalized	0.15	neutral
28	3847	semi-radicalized	0.2	neutral
28	3606	semi-radicalized	0.2	neutral
28	8095	semi-radicalized	0.13	neutral
28	7078	semi-radicalized	0.22	neutral
28	1059	semi-radicalized	0.04	neutral
28	7134	semi-radicalized	0.22	neutral
28	5190	semi-radicalized	0.19	neutral
28	4704	semi-radicalized	0.05	neutral
28	7010	semi-radicalized	0.23	neutral
28	1309	semi-radicalized	0.19	neutral
28	8881	semi-radicalized	0.08	neutral
28	69	semi-radicalized	0.15	neutral
28	798	semi-radicalized	0.17	neutral
28	3732	semi-radicalized	0.23	neutral
28	5285	semi-radicalized	0.11	neutral
28	2813	semi-radicalized	0.12	neutral
28	3886	semi-radicalized	0.04	neutral
28	5886	semi-radicalized	0.24	neutral
28	2913	semi-radicalized	0.13	neutral
28	1912	semi-radicalized	0.77	harmful
28	4212	semi-radicalized	0.14	neutral
28	1736	semi-radicalized	0.1	neutral
28	188	semi-radicalized	0.21	neutral
28	2408	semi-radicalized	0.16	neutral
28	5255	semi-radicalized	0.23	neutral
28	8798	semi-radicalized	0.13	neutral
28	3304	semi-radicalized	0.02	neutral
28	3783	semi-radicalized	0.08	neutral
28	940	semi-radicalized	0.08	neutral
28	3677	semi-radicalized	0.0	neutral
28	9904	semi-radicalized	0.06	neutral
28	8605	semi-radicalized	0.2	neutral
28	2239	semi-radicalized	0.12	neutral
28	4739	semi-radicalized	0.12	neutral
28	9121	semi-radicalized	0.1	neutral
28	5710	semi-radicalized	0.05	neutral
28	3934	semi-radicalized	0.17	neutral
28	1781	semi-radicalized	0.06	neutral
28	3555	semi-radicalized	0.06	neutral
28	8412	semi-radicalized	0.03	neutral
28	3056	semi-radicalized	0.2	neutral
28	9006	semi-radicalized	0.1	neutral
28	7600	semi-radicalized	0.97	harmful
28	2798	semi-radicalized	0.07	neutral
28	3318	semi-radicalized	0.22	neutral
28	7689	semi-radicalized	0.2	neutral
28	9184	semi-radicalized	0.04	neutral
28	1476	semi-radicalized	0.2	neutral
28	1416	semi-radicalized	0.03	neutral
28	8281	semi-radicalized	0.12	neutral
28	8969	semi-radicalized	0.79	harmful
28	6234	semi-radicalized	0.99	harmful
28	1388	semi-radicalized	0.96	harmful
28	558	semi-radicalized	0.94	harmful
28	560	semi-radicalized	0.84	harmful
28	3902	semi-radicalized	0.85	harmful
28	3031	semi-radicalized	0.82	harmful
28	2732	semi-radicalized	0.99	harmful
28	7931	semi-radicalized	0.89	harmful
28	6040	semi-radicalized	0.82	harmful
28	7977	semi-radicalized	0.82	harmful
28	1528	semi-radicalized	0.9	harmful
29	2099	radicalized	1.0	harmful
29	1183	radicalized	0.76	harmful
29	7396	radicalized	0.95	harmful
29	6770	radicalized	0.78	harmful
29	2562	radicalized	0.99	harmful
29	2388	radicalized	0.88	harmful
29	4396	radicalized	0.83	harmful
29	7898	radicalized	0.91	harmful
29	7124	radicalized	0.95	harmful
29	3610	radicalized	0.88	harmful
29	5665	radicalized	0.96	harmful
29	1746	radicalized	0.85	harmful
29	9880	radicalized	0.85	harmful
29	1551	radicalized	0.92	harmful
29	2960	radicalized	0.94	harmful
29	7594	radicalized	0.82	harmful
29	2274	radicalized	0.8	harmful
29	1565	radicalized	0.85	harmful
29	2785	radicalized	0.15	neutral
29	5769	radicalized	0.99	harmful
29	6461	radicalized	0.95	harmful
29	5063	radicalized	0.95	harmful
29	3632	radicalized	0.78	harmful
29	3947	radicalized	0.82	harmful
29	5516	radicalized	0.81	harmful
29	830	radicalized	0.96	harmful
29	8637	radicalized	0.11	neutral
29	7258	radicalized	0.94	harmful
29	6487	radicalized	0.8	harmful
29	1623	radicalized	0.81	harmful
29	4110	radicalized	0.79	harmful
29	2476	radicalized	0.95	harmful
29	2430	radicalized	0.75	harmful
29	6736	radicalized	0.81	harmful
29	4410	radicalized	0.87	harmful
29	8687	radicalized	0.84	harmful
29	5791	radicalized	0.89	harmful
29	6396	radicalized	0.84	harmful
29	9677	radicalized	0.91	harmful
29	499	radicalized	0.91	harmful
29	8193	radicalized	0.86	harmful
29	376	radicalized	0.84	harmful
29	3392	radicalized	0.82	harmful
29	3329	radicalized	0.81	harmful
29	4196	radicalized	0.81	harmful
29	7558	radicalized	0.79	harmful
29	2141	radicalized	0.92	harmful
29	5955	radicalized	0.9	harmful
29	7354	radicalized	0.87	harmful
29	6728	radicalized	0.75	harmful
29	8768	radicalized	0.9	harmful
29	846	radicalized	0.93	harmful
29	2821	radicalized	0.96	harmful
29	5311	radicalized	0.01	neutral
29	3378	radicalized	0.98	harmful
29	813	radicalized	0.8	harmful
29	1959	radicalized	0.79	harmful
29	6799	radicalized	0.99	harmful
29	7498	radicalized	0.78	harmful
29	3470	radicalized	0.86	harmful
29	2760	radicalized	0.96	harmful
29	4532	radicalized	0.89	harmful
29	4278	radicalized	0.92	harmful
29	1414	radicalized	1.0	harmful
29	7612	radicalized	0.84	harmful
29	5556	radicalized	0.92	harmful
29	424	radicalized	0.9	harmful
29	8840	radicalized	0.9	harmful
29	626	radicalized	0.01	neutral
29	6513	radicalized	0.79	harmful
29	1960	radicalized	0.76	harmful
29	8165	radicalized	0.85	harmful
29	4626	radicalized	0.93	harmful
29	3029	radicalized	0.86	harmful
29	2142	radicalized	0.97	harmful
29	3358	radicalized	0.87	harmful
29	2664	radicalized	0.84	harmful
29	9436	radicalized	0.78	harmful
29	6914	radicalized	0.99	harmful
29	8545	radicalized	0.99	harmful
30	7445	non radicalized	0.1	neutral
30	4732	non radicalized	0.13	neutral
30	2459	non radicalized	0.09	neutral
30	8810	non radicalized	0.12	neutral
30	4784	non radicalized	0.09	neutral
30	2177	non radicalized	0.09	neutral
30	741	non radicalized	0.13	neutral
30	5399	non radicalized	0.21	neutral
30	4442	non radicalized	0.03	neutral
30	7040	non radicalized	0.11	neutral
30	4335	non radicalized	0.16	neutral
30	3822	non radicalized	0.05	neutral
30	3063	non radicalized	0.01	neutral
30	4122	non radicalized	0.15	neutral
30	2951	non radicalized	0.24	neutral
30	2709	non radicalized	0.02	neutral
30	4173	non radicalized	0.06	neutral
30	9531	non radicalized	0.17	neutral
30	6737	non radicalized	0.11	neutral
30	7956	non radicalized	0.03	neutral
30	4295	non radicalized	0.14	neutral
30	1591	non radicalized	0.2	neutral
30	5192	non radicalized	0.0	neutral
30	2892	non radicalized	0.03	neutral
30	9467	non radicalized	0.17	neutral
30	3643	non radicalized	0.03	neutral
30	4390	non radicalized	0.19	neutral
30	8260	non radicalized	0.24	neutral
30	6903	non radicalized	0.2	neutral
30	7168	non radicalized	0.21	neutral
30	9208	non radicalized	0.06	neutral
30	1956	non radicalized	0.04	neutral
30	8737	non radicalized	0.08	neutral
30	7972	non radicalized	0.12	neutral
30	2987	non radicalized	0.05	neutral
30	2847	non radicalized	0.1	neutral
30	8979	non radicalized	0.18	neutral
30	3756	non radicalized	0.15	neutral
30	9728	non radicalized	0.05	neutral
30	1101	non radicalized	0.25	neutral
30	4733	non radicalized	0.24	neutral
30	7297	non radicalized	0.01	neutral
30	8126	non radicalized	0.12	neutral
30	2402	non radicalized	0.07	neutral
30	1216	non radicalized	0.14	neutral
30	5707	non radicalized	0.03	neutral
30	4346	non radicalized	0.18	neutral
30	1296	non radicalized	0.03	neutral
30	6434	non radicalized	0.07	neutral
30	956	non radicalized	0.17	neutral
30	2559	non radicalized	0.09	neutral
30	234	non radicalized	0.12	neutral
30	258	non radicalized	0.17	neutral
30	4971	non radicalized	0.09	neutral
30	5672	non radicalized	0.14	neutral
30	4747	non radicalized	0.18	neutral
30	8567	non radicalized	0.02	neutral
30	1229	non radicalized	0.11	neutral
30	2531	non radicalized	0.21	neutral
30	7938	non radicalized	0.24	neutral
30	4644	non radicalized	0.16	neutral
30	8228	non radicalized	0.18	neutral
30	9762	non radicalized	0.89	harmful
30	4138	non radicalized	0.1	neutral
30	7887	non radicalized	0.0	neutral
30	3697	non radicalized	0.18	neutral
30	5715	non radicalized	0.24	neutral
30	7921	non radicalized	0.19	neutral
30	9954	non radicalized	0.11	neutral
30	8021	non radicalized	0.78	harmful
30	6177	non radicalized	0.15	neutral
30	8033	non radicalized	0.18	neutral
30	6520	non radicalized	0.19	neutral
30	7128	non radicalized	0.1	neutral
30	8805	non radicalized	0.17	neutral
30	4916	non radicalized	0.17	neutral
30	9788	non radicalized	0.21	neutral
30	8980	non radicalized	0.14	neutral
30	1304	non radicalized	0.18	neutral
30	5144	non radicalized	0.24	neutral
30	9920	non radicalized	0.15	neutral
30	7684	non radicalized	0.86	harmful
30	6312	non radicalized	0.09	neutral
30	8138	non radicalized	0.1	neutral
30	2506	non radicalized	0.04	neutral
30	4736	non radicalized	0.1	neutral
30	7099	non radicalized	0.16	neutral
30	1776	non radicalized	0.12	neutral
30	4216	non radicalized	0.11	neutral
31	6465	semi-radicalized	0.85	harmful
31	9046	semi-radicalized	0.75	harmful
31	6769	semi-radicalized	0.99	harmful
31	2226	semi-radicalized	0.91	harmful
31	5561	semi-radicalized	0.89	harmful
31	2360	semi-radicalized	0.87	harmful
31	8466	semi-radicalized	0.75	harmful
31	3120	semi-radicalized	0.78	harmful
31	7063	semi-radicalized	0.99	harmful
31	7512	semi-radicalized	0.99	harmful
31	4688	semi-radicalized	0.78	harmful
31	7857	semi-radicalized	0.85	harmful
31	7049	semi-radicalized	0.92	harmful
31	2438	semi-radicalized	0.94	harmful
31	9583	semi-radicalized	0.95	harmful
31	9941	semi-radicalized	0.8	harmful
31	9848	semi-radicalized	0.9	harmful
31	6757	semi-radicalized	0.89	harmful
31	1238	semi-radicalized	0.93	harmful
31	7735	semi-radicalized	0.18	neutral
31	3458	semi-radicalized	0.98	harmful
31	5696	semi-radicalized	0.2	neutral
31	4595	semi-radicalized	0.98	harmful
31	104	semi-radicalized	0.14	neutral
31	7291	semi-radicalized	0.81	harmful
31	2475	semi-radicalized	0.87	harmful
31	8447	semi-radicalized	0.97	harmful
31	3792	semi-radicalized	1.0	harmful
31	7893	semi-radicalized	0.78	harmful
31	5565	semi-radicalized	0.91	harmful
31	2511	semi-radicalized	0.77	harmful
31	1669	semi-radicalized	0.0	neutral
31	2139	semi-radicalized	0.92	harmful
31	8302	semi-radicalized	0.8	harmful
31	2935	semi-radicalized	0.92	harmful
31	3694	semi-radicalized	0.84	harmful
31	2270	semi-radicalized	0.91	harmful
31	3817	semi-radicalized	0.93	harmful
31	2544	semi-radicalized	0.75	harmful
31	7263	semi-radicalized	0.83	harmful
31	4329	semi-radicalized	0.82	harmful
31	5923	semi-radicalized	0.91	harmful
31	692	semi-radicalized	0.13	neutral
31	670	semi-radicalized	0.9	harmful
31	4528	semi-radicalized	0.84	harmful
31	1968	semi-radicalized	0.95	harmful
31	307	semi-radicalized	0.96	harmful
31	3431	semi-radicalized	0.91	harmful
31	5969	semi-radicalized	0.79	harmful
31	1274	semi-radicalized	0.76	harmful
31	7566	semi-radicalized	0.98	harmful
31	3529	semi-radicalized	0.88	harmful
31	5448	semi-radicalized	0.11	neutral
31	7501	semi-radicalized	0.9	harmful
31	1163	semi-radicalized	0.99	harmful
31	1392	semi-radicalized	0.97	harmful
31	8453	semi-radicalized	0.9	harmful
31	6934	semi-radicalized	0.93	harmful
31	469	semi-radicalized	0.93	harmful
31	224	semi-radicalized	0.9	harmful
31	5698	semi-radicalized	0.95	harmful
31	5176	semi-radicalized	0.8	harmful
31	2192	semi-radicalized	0.9	harmful
31	2350	semi-radicalized	0.87	harmful
31	6192	semi-radicalized	0.76	harmful
31	8264	semi-radicalized	0.83	harmful
31	5267	semi-radicalized	0.11	neutral
31	6271	semi-radicalized	0.08	neutral
31	9312	semi-radicalized	0.19	neutral
31	7749	semi-radicalized	0.0	neutral
31	3661	semi-radicalized	0.18	neutral
31	1181	semi-radicalized	0.17	neutral
31	3675	semi-radicalized	0.01	neutral
31	6690	semi-radicalized	0.24	neutral
31	7882	semi-radicalized	0.07	neutral
32	2636	radicalized	0.91	harmful
32	4039	radicalized	0.94	harmful
32	2165	radicalized	0.76	harmful
32	9232	radicalized	0.85	harmful
32	5718	radicalized	0.99	harmful
32	342	radicalized	0.84	harmful
32	9033	radicalized	0.84	harmful
32	6986	radicalized	0.76	harmful
32	3588	radicalized	0.84	harmful
32	1624	radicalized	0.83	harmful
32	3182	radicalized	0.79	harmful
32	5421	radicalized	0.91	harmful
32	8724	radicalized	0.82	harmful
32	2649	radicalized	0.94	harmful
32	7842	radicalized	0.9	harmful
32	4499	radicalized	0.82	harmful
32	1977	radicalized	0.14	neutral
32	9994	radicalized	0.95	harmful
32	8186	radicalized	0.06	neutral
32	4795	radicalized	0.82	harmful
32	8569	radicalized	0.86	harmful
32	6242	radicalized	0.91	harmful
32	4859	radicalized	0.81	harmful
32	599	radicalized	0.78	harmful
32	9578	radicalized	0.83	harmful
32	6897	radicalized	0.77	harmful
32	1095	radicalized	0.85	harmful
32	7935	radicalized	0.93	harmful
32	4030	radicalized	0.92	harmful
32	2047	radicalized	0.77	harmful
32	3518	radicalized	0.99	harmful
32	3726	radicalized	0.97	harmful
32	6088	radicalized	0.89	harmful
32	8134	radicalized	0.96	harmful
32	9372	radicalized	0.77	harmful
32	9556	radicalized	0.97	harmful
32	3193	radicalized	0.97	harmful
32	9424	radicalized	0.85	harmful
32	7623	radicalized	0.9	harmful
32	2353	radicalized	0.82	harmful
32	9201	radicalized	0.77	harmful
32	2345	radicalized	0.83	harmful
32	6553	radicalized	0.83	harmful
32	3343	radicalized	0.09	neutral
32	1824	radicalized	0.82	harmful
32	9907	radicalized	0.82	harmful
32	6101	radicalized	0.79	harmful
32	2916	radicalized	0.9	harmful
32	9153	radicalized	0.85	harmful
32	4378	radicalized	0.96	harmful
32	1955	radicalized	0.99	harmful
32	2071	radicalized	0.85	harmful
32	5916	radicalized	0.97	harmful
32	6675	radicalized	0.88	harmful
32	8153	radicalized	0.81	harmful
32	6257	radicalized	0.81	harmful
32	199	radicalized	0.88	harmful
32	7677	radicalized	0.88	harmful
32	8082	radicalized	0.98	harmful
32	3013	radicalized	0.97	harmful
32	1693	radicalized	0.77	harmful
32	4024	radicalized	0.77	harmful
32	552	radicalized	0.95	harmful
32	4425	radicalized	0.9	harmful
32	5602	radicalized	0.85	harmful
32	9175	radicalized	0.87	harmful
32	9331	radicalized	0.83	harmful
32	5355	radicalized	0.79	harmful
32	4232	radicalized	0.93	harmful
32	508	radicalized	0.99	harmful
32	7894	radicalized	0.17	neutral
32	671	radicalized	0.81	harmful
32	7638	radicalized	0.86	harmful
32	8708	radicalized	0.81	harmful
32	7562	radicalized	0.95	harmful
32	2250	radicalized	0.99	harmful
32	5893	radicalized	0.84	harmful
32	3266	radicalized	0.96	harmful
32	6851	radicalized	0.89	harmful
32	5193	radicalized	0.04	neutral
32	5346	radicalized	0.77	harmful
32	3186	radicalized	0.94	harmful
33	1518	non radicalized	0.07	neutral
33	1638	non radicalized	0.09	neutral
33	9887	non radicalized	0.07	neutral
33	5484	non radicalized	0.17	neutral
33	6789	non radicalized	0.02	neutral
33	4381	non radicalized	0.21	neutral
33	5361	non radicalized	0.07	neutral
33	8100	non radicalized	0.06	neutral
33	6646	non radicalized	0.02	neutral
33	1991	non radicalized	0.12	neutral
33	2347	non radicalized	0.18	neutral
33	3050	non radicalized	0.04	neutral
33	4127	non radicalized	0.11	neutral
33	1389	non radicalized	0.24	neutral
33	5099	non radicalized	0.16	neutral
33	6803	non radicalized	0.18	neutral
33	171	non radicalized	0.14	neutral
33	8826	non radicalized	0.15	neutral
33	464	non radicalized	0.18	neutral
33	4472	non radicalized	0.23	neutral
33	5632	non radicalized	0.06	neutral
33	7940	non radicalized	0.15	neutral
33	3977	non radicalized	0.1	neutral
33	3450	non radicalized	0.11	neutral
33	7344	non radicalized	0.08	neutral
33	5728	non radicalized	0.0	neutral
33	9329	non radicalized	0.1	neutral
33	1341	non radicalized	0.16	neutral
33	3725	non radicalized	0.1	neutral
33	5114	non radicalized	0.86	harmful
33	4882	non radicalized	0.08	neutral
33	8519	non radicalized	0.14	neutral
33	8871	non radicalized	0.06	neutral
33	480	non radicalized	0.02	neutral
33	1293	non radicalized	0.16	neutral
33	2230	non radicalized	0.23	neutral
33	5171	non radicalized	0.13	neutral
33	7852	non radicalized	0.2	neutral
33	5681	non radicalized	0.21	neutral
33	7713	non radicalized	0.23	neutral
33	2444	non radicalized	0.12	neutral
33	2713	non radicalized	0.25	neutral
33	8618	non radicalized	0.88	harmful
33	5634	non radicalized	0.24	neutral
33	9248	non radicalized	0.03	neutral
33	8062	non radicalized	0.14	neutral
33	7091	non radicalized	0.09	neutral
33	2184	non radicalized	0.09	neutral
33	3189	non radicalized	0.24	neutral
33	538	non radicalized	0.25	neutral
33	5533	non radicalized	0.02	neutral
33	6786	non radicalized	0.08	neutral
33	7744	non radicalized	0.98	harmful
33	2266	non radicalized	0.25	neutral
33	3507	non radicalized	0.12	neutral
33	9681	non radicalized	0.15	neutral
33	8978	non radicalized	0.13	neutral
33	6178	non radicalized	0.24	neutral
33	4789	non radicalized	0.05	neutral
34	2358	semi-radicalized	0.06	neutral
34	7857	semi-radicalized	0.85	harmful
34	4451	semi-radicalized	0.81	harmful
34	8447	semi-radicalized	0.97	harmful
34	7049	semi-radicalized	0.92	harmful
34	5698	semi-radicalized	0.95	harmful
34	8419	semi-radicalized	0.96	harmful
34	7967	semi-radicalized	0.09	neutral
34	7893	semi-radicalized	0.78	harmful
34	3678	semi-radicalized	0.2	neutral
34	1356	semi-radicalized	0.89	harmful
34	399	semi-radicalized	0.05	neutral
34	9441	semi-radicalized	0.03	neutral
34	692	semi-radicalized	0.13	neutral
34	2192	semi-radicalized	0.9	harmful
34	1772	semi-radicalized	0.11	neutral
34	2511	semi-radicalized	0.77	harmful
34	2475	semi-radicalized	0.87	harmful
34	3817	semi-radicalized	0.93	harmful
34	2935	semi-radicalized	0.92	harmful
34	2270	semi-radicalized	0.91	harmful
34	8145	semi-radicalized	0.85	harmful
34	871	semi-radicalized	0.89	harmful
34	4329	semi-radicalized	0.82	harmful
34	4980	semi-radicalized	0.82	harmful
34	3792	semi-radicalized	1.0	harmful
34	7784	semi-radicalized	0.79	harmful
34	5923	semi-radicalized	0.91	harmful
34	1669	semi-radicalized	0.0	neutral
34	8090	semi-radicalized	0.79	harmful
34	6896	semi-radicalized	0.99	harmful
34	3571	semi-radicalized	0.93	harmful
34	8739	semi-radicalized	0.75	harmful
34	8302	semi-radicalized	0.8	harmful
34	6671	semi-radicalized	0.89	harmful
34	104	semi-radicalized	0.14	neutral
34	3098	semi-radicalized	0.15	neutral
34	3455	semi-radicalized	0.89	harmful
34	9837	semi-radicalized	0.79	harmful
34	2438	semi-radicalized	0.94	harmful
34	2231	semi-radicalized	0.77	harmful
34	4528	semi-radicalized	0.84	harmful
34	978	semi-radicalized	0.89	harmful
34	1274	semi-radicalized	0.76	harmful
34	307	semi-radicalized	0.96	harmful
34	9766	semi-radicalized	0.94	harmful
34	9801	semi-radicalized	0.23	neutral
34	670	semi-radicalized	0.9	harmful
34	6208	semi-radicalized	0.89	harmful
34	469	semi-radicalized	0.93	harmful
34	2830	semi-radicalized	0.79	harmful
34	5969	semi-radicalized	0.79	harmful
34	2350	semi-radicalized	0.87	harmful
34	3912	semi-radicalized	0.89	harmful
34	9075	semi-radicalized	0.12	neutral
34	5448	semi-radicalized	0.11	neutral
34	1163	semi-radicalized	0.99	harmful
34	224	semi-radicalized	0.9	harmful
34	4776	semi-radicalized	0.8	harmful
34	1968	semi-radicalized	0.95	harmful
34	2139	semi-radicalized	0.92	harmful
34	6192	semi-radicalized	0.76	harmful
34	3694	semi-radicalized	0.84	harmful
34	3431	semi-radicalized	0.91	harmful
34	7775	semi-radicalized	1.0	harmful
34	8453	semi-radicalized	0.9	harmful
34	1498	semi-radicalized	0.86	harmful
34	7566	semi-radicalized	0.98	harmful
34	3971	semi-radicalized	0.92	harmful
34	3084	semi-radicalized	0.89	harmful
34	7010	semi-radicalized	0.23	neutral
34	5267	semi-radicalized	0.11	neutral
34	1392	semi-radicalized	0.97	harmful
34	3458	semi-radicalized	0.98	harmful
34	7832	semi-radicalized	0.84	harmful
34	6934	semi-radicalized	0.93	harmful
34	1152	semi-radicalized	0.87	harmful
34	7263	semi-radicalized	0.83	harmful
34	3529	semi-radicalized	0.88	harmful
34	9020	semi-radicalized	0.17	neutral
35	4723	semi-radicalized	0.95	harmful
35	8165	semi-radicalized	0.85	harmful
35	4491	semi-radicalized	0.84	harmful
35	546	semi-radicalized	0.78	harmful
35	6966	semi-radicalized	0.76	harmful
35	1414	semi-radicalized	1.0	harmful
35	9597	semi-radicalized	0.88	harmful
35	6799	semi-radicalized	0.99	harmful
35	4410	semi-radicalized	0.87	harmful
35	8203	semi-radicalized	0.9	harmful
35	424	semi-radicalized	0.9	harmful
35	442	semi-radicalized	0.82	harmful
35	4737	semi-radicalized	1.0	harmful
35	376	semi-radicalized	0.84	harmful
35	1434	semi-radicalized	0.79	harmful
35	830	semi-radicalized	0.96	harmful
35	6165	semi-radicalized	0.85	harmful
35	1747	semi-radicalized	0.75	harmful
35	5950	semi-radicalized	0.94	harmful
35	8768	semi-radicalized	0.9	harmful
35	499	semi-radicalized	0.91	harmful
35	8419	semi-radicalized	0.96	harmful
35	4110	semi-radicalized	0.79	harmful
35	8003	semi-radicalized	0.78	harmful
35	2476	semi-radicalized	0.95	harmful
35	2785	semi-radicalized	0.15	neutral
35	5806	semi-radicalized	0.78	harmful
35	6914	semi-radicalized	0.99	harmful
35	7070	semi-radicalized	0.95	harmful
35	6461	semi-radicalized	0.95	harmful
35	6736	semi-radicalized	0.81	harmful
35	7898	semi-radicalized	0.91	harmful
35	9740	semi-radicalized	0.79	harmful
35	3947	semi-radicalized	0.82	harmful
35	7156	semi-radicalized	0.92	harmful
35	5948	semi-radicalized	0.8	harmful
35	7258	semi-radicalized	0.94	harmful
35	7124	semi-radicalized	0.95	harmful
35	8687	semi-radicalized	0.84	harmful
35	3912	semi-radicalized	0.89	harmful
35	3610	semi-radicalized	0.88	harmful
35	5955	semi-radicalized	0.9	harmful
35	2064	semi-radicalized	0.89	harmful
35	3209	semi-radicalized	0.83	harmful
35	2388	semi-radicalized	0.88	harmful
35	4250	semi-radicalized	0.81	harmful
35	5791	semi-radicalized	0.89	harmful
35	2898	semi-radicalized	0.95	harmful
35	4310	semi-radicalized	0.94	harmful
35	7604	semi-radicalized	0.18	neutral
35	9510	semi-radicalized	0.79	harmful
35	1496	semi-radicalized	0.77	harmful
35	743	semi-radicalized	0.85	harmful
35	5204	semi-radicalized	0.99	harmful
35	9918	semi-radicalized	0.76	harmful
35	4254	semi-radicalized	0.97	harmful
35	5939	semi-radicalized	0.93	harmful
35	1933	semi-radicalized	0.97	harmful
35	3375	semi-radicalized	0.92	harmful
35	2099	semi-radicalized	1.0	harmful
35	2274	semi-radicalized	0.8	harmful
35	1247	semi-radicalized	0.95	harmful
35	7232	semi-radicalized	0.91	harmful
35	3632	semi-radicalized	0.78	harmful
35	173	semi-radicalized	0.78	harmful
35	6717	semi-radicalized	0.96	harmful
35	8465	semi-radicalized	0.82	harmful
35	2308	semi-radicalized	0.81	harmful
35	2562	semi-radicalized	0.99	harmful
35	6008	semi-radicalized	0.93	harmful
35	3879	semi-radicalized	0.87	harmful
35	8845	semi-radicalized	0.91	harmful
35	7113	semi-radicalized	0.16	neutral
35	2004	semi-radicalized	0.04	neutral
35	7588	semi-radicalized	0.01	neutral
35	7598	semi-radicalized	0.09	neutral
35	2261	semi-radicalized	0.01	neutral
35	1978	semi-radicalized	0.23	neutral
35	1967	semi-radicalized	0.24	neutral
35	1963	semi-radicalized	0.14	neutral
35	9259	semi-radicalized	0.0	neutral
35	7606	semi-radicalized	0.09	neutral
35	7237	semi-radicalized	0.17	neutral
35	2691	semi-radicalized	0.07	neutral
35	6710	semi-radicalized	0.05	neutral
35	6754	semi-radicalized	0.19	neutral
35	6777	semi-radicalized	0.21	neutral
35	6794	semi-radicalized	0.02	neutral
36	4283	non radicalized	0.86	harmful
36	6205	non radicalized	0.12	neutral
36	7494	non radicalized	0.2	neutral
36	6134	non radicalized	0.08	neutral
36	9351	non radicalized	0.2	neutral
36	8368	non radicalized	0.14	neutral
36	3227	non radicalized	0.23	neutral
36	2229	non radicalized	0.08	neutral
36	2251	non radicalized	0.14	neutral
36	9340	non radicalized	0.24	neutral
36	3564	non radicalized	0.16	neutral
36	9357	non radicalized	0.07	neutral
36	1818	non radicalized	0.23	neutral
36	7387	non radicalized	0.19	neutral
36	6274	non radicalized	0.08	neutral
36	2437	non radicalized	0.1	neutral
36	4636	non radicalized	0.04	neutral
36	4071	non radicalized	0.05	neutral
36	8851	non radicalized	0.18	neutral
36	5588	non radicalized	0.14	neutral
36	5495	non radicalized	0.04	neutral
36	8225	non radicalized	0.24	neutral
36	1930	non radicalized	0.23	neutral
36	5161	non radicalized	0.13	neutral
36	8801	non radicalized	0.05	neutral
36	4502	non radicalized	0.01	neutral
36	2688	non radicalized	0.04	neutral
36	5431	non radicalized	0.21	neutral
36	4696	non radicalized	0.05	neutral
36	5026	non radicalized	0.2	neutral
36	7239	non radicalized	0.01	neutral
36	8357	non radicalized	0.2	neutral
36	8158	non radicalized	0.07	neutral
36	6608	non radicalized	0.1	neutral
36	2753	non radicalized	0.09	neutral
36	3716	non radicalized	0.2	neutral
36	7371	non radicalized	0.24	neutral
36	2402	non radicalized	0.07	neutral
36	7505	non radicalized	0.14	neutral
36	6569	non radicalized	0.21	neutral
36	2283	non radicalized	0.96	harmful
36	639	non radicalized	0.08	neutral
36	2545	non radicalized	0.09	neutral
36	3361	non radicalized	0.02	neutral
36	6979	non radicalized	0.12	neutral
36	7903	non radicalized	0.03	neutral
36	145	non radicalized	0.02	neutral
36	3090	non radicalized	0.06	neutral
36	9835	non radicalized	0.11	neutral
36	1263	non radicalized	0.01	neutral
36	319	non radicalized	0.14	neutral
36	6541	non radicalized	0.17	neutral
36	6997	non radicalized	0.07	neutral
36	8898	non radicalized	0.17	neutral
36	7653	non radicalized	0.22	neutral
36	4076	non radicalized	0.2	neutral
36	2689	non radicalized	0.05	neutral
36	7577	non radicalized	0.17	neutral
36	402	non radicalized	0.05	neutral
36	3681	non radicalized	0.82	harmful
36	6194	non radicalized	0.01	neutral
36	6176	non radicalized	0.11	neutral
36	2281	non radicalized	0.09	neutral
36	3101	non radicalized	0.24	neutral
36	9525	non radicalized	0.15	neutral
36	1917	non radicalized	0.1	neutral
36	6477	non radicalized	0.01	neutral
36	7998	non radicalized	0.07	neutral
36	616	non radicalized	0.07	neutral
36	1224	non radicalized	0.01	neutral
36	5439	non radicalized	0.02	neutral
